"Agency","Date","District","VDC_Municipality","Ward","Age","Gender","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","A2JS","A3JS","B0JS","B1JS","B2JS","C0JS","C1JS","C2JS","D0JS","D1JS","D2JS","E0JS","E1JS","E2JS","F0JS","H0JS","I0JS","J0JS","J1JS","J2JS"
"accountability","2015-07-18","bhaktapur","Chhaling",4,"40_54","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","long_term_shelter__housing","clean_water","psychosocial_counseling","1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","1___not_at_all","building_mater","cash_for_work","1___not_at_all","first_come__fi","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-18","bhaktapur","Madhyapur Thimi, Bodey",2,"25_39","female","newar",NA,"farmer_laborer",NA,"yes__some_diff","1___not_at_all","long_term_shelter__housing","short_term_shelter__tent_shelt","housing_inspections","1___not_at_all","building_mater","housing_inspec","1___not_at_all","how_to_get_shelter_materials","news_about_government_decision","1___not_at_all","building_mater","cash_for_work","1___not_at_all","based_on_polit","first_come__fi","1___not_at_all","1___not_at_all","1___not_at_all","1___not_at_all","toilets_sanitation","livelihoods"
"accountability","2015-07-15","bhaktapur","Bodey",2,"40_54","female","newar",NA,"skilled_worker__i_e__carpenter",NA,"yes__some_diff","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"don_t_know",NA,NA,"4___mostly_yes",NA,NA,"don_t_know",NA,NA,"5___completely_yes","4___mostly_yes","1___not_at_all","5___completely_yes",NA,NA
"accountability","2015-07-15","bhaktapur","Bodey",2,"25_39","male","newar",NA,"farmer_laborer",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"1___not_at_all","how_to_get_shelter_materials","news_about_government_decision","don_t_know",NA,NA,"don_t_know",NA,NA,"5___completely_yes","don_t_know","don_t_know",NA,NA,NA
"accountability","2015-07-18","bhaktapur","Bodey",2,"25_39","female","newar",NA,"other","homemaker","no_difficulty","1___not_at_all","short_term_shelter__tent_shelt","healthcare","housing_inspections","2___very_little","cash_for_work","housing_inspec","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","don_t_know",NA,NA,"1___not_at_all","only_if_damage","based_on_polit","don_t_know","2___not_very_m","1___not_at_all","1___not_at_all","child_protection","option_18"
"accountability","2015-07-19","bhaktapur","Madhyapur Thimi",9,"25_39","male","newar",NA,"skilled_worker__i_e__carpenter",NA,"no_difficulty","1___not_at_all","housing_inspections","financial_support","long_term_shelter__housing","1___not_at_all","building_mater","housing_inspec","1___not_at_all","how_to_get_healthcare_psycholo","news_about_government_decision","1___not_at_all","building_mater","cash_for_work","1___not_at_all","based_on_dista","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-15","bhaktapur","Madhyapur thimi, bode",1,"55","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","short_term_shelter__tent_shelt","seeds_and_fertilizers","housing_inspections","1___not_at_all","seeds_and_fert","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_healthcare_psycholo","1___not_at_all","housing_inspec","building_mater","1___not_at_all","first_come__fi","because_people","1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-20","bhaktapur","Madhyapur Thimi",9,"25_39","female","newar",NA,"other","homemaker","no_difficulty","1___not_at_all","short_term_shelter__tent_shelt","clean_water","psychosocial_counseling","1___not_at_all","building_mater","housing_inspec","1___not_at_all","how_to_get_shelter_materials","how_to_register_for_access_sup","1___not_at_all","building_mater","cash_for_work","1___not_at_all","based_on_polit","first_come__fi","1___not_at_all","2___not_very_m","1___not_at_all","1___not_at_all","maternal_neonatal_medical_care","healthcare"
"accountability","2015-07-20","bhaktapur","Madhyapur Thimi",9,"40_54","male","newar",NA,"skilled_worker__i_e__carpenter",NA,"yes__some_diff","1___not_at_all","short_term_shelter__tent_shelt","clean_water","financial_support","1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","1___not_at_all","cash_for_work","housing_inspec","1___not_at_all","based_on_polit","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-15","bhaktapur","Bode",1,"25_39","male","newar",NA,"skilled_worker__i_e__carpenter",NA,"no_difficulty","don_t_know",NA,NA,NA,"don_t_know",NA,NA,"don_t_know",NA,NA,"5___completely_yes",NA,NA,"don_t_know",NA,NA,"5___completely_yes","refused","2___very_little",NA,NA,NA
"accountability","2015-07-20","bhaktapur","Madhyapur Thimi",9,"40_54","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","short_term_shelter__tent_shelt","clean_water","seeds_and_fertilizers","1___not_at_all","cash_for_work","seeds_and_fert","2___very_little","news_about_government_decision","how_to_register_for_access_sup","1___not_at_all","building_mater","seeds_and_fert","1___not_at_all","based_on_polit","first_come__fi","4___mostly_yes","2___not_very_m","1___not_at_all",NA,NA,NA
"accountability","2015-07-19","bhaktapur","Nagarkot",1,"40_54","male","brahmin",NA,"ngo_worker_business",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,NA,NA
"accountability","2015-07-19","bhaktapur","Nagarkot",1,"40_54","male","brahmin",NA,"ngo_worker_business",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,NA,NA
"accountability","2015-07-15","bhaktapur","Bode",1,"don_t_know","female","newar",NA,"other","Housewife","no_difficulty","don_t_know",NA,NA,NA,"don_t_know",NA,NA,"1___not_at_all","news_about_government_decision","how_to_get_healthcare_psycholo","2___very_little","housing_inspec","cash_for_work","2___very_little","first_come__fi","based_on_caste","5___completely_yes","2___not_very_m","1___not_at_all","5___completely_yes",NA,NA
"accountability","2015-07-17","bhaktapur","Bode",1,"40_54","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","housing_inspections","long_term_shelter__housing","short_term_shelter__tent_shelt","don_t_know",NA,NA,"1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","1___not_at_all","building_mater","cash_for_work","1___not_at_all","based_on_polit","only_if_damage","1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-17","bhaktapur","Nagarkot",7,"40_54","male","brahmin",NA,"government_service__i_e__teach",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"5___completely_yes","5___completely","5___completely_yes",NA,NA,NA
"accountability","2015-07-16","bhaktapur","nagarkot",7,"25_39","male","chhetri",NA,"ngo_worker_business",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,NA
"accountability","2015-07-15","bhaktapur","kamalbinayak",4,"55","male","newar",NA,"other","driver","no_difficulty","4___mostly_yes",NA,NA,NA,"1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_register_for_access_sup","1___not_at_all","seeds_and_fert","cash_for_work","4___mostly_yes",NA,NA,"1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-19","bhaktapur","Nagarkot",5,"40_54","female","brahmin",NA,"skilled_worker__i_e__carpenter",NA,"no_difficulty","2___very_little","long_term_shelter__housing","financial_support","psychosocial_counseling","2___very_little","building_mater","cash_for_work","2___very_little","news_about_government_decision","how_to_replace_personal_docume","don_t_know",NA,NA,"2___very_little","first_come__fi","based_on_polit","don_t_know","2___not_very_m","3___neutral","3___neutral","long_term_shelter__housing","healthcare"
"accountability","2015-07-17","bhaktapur","nagarkot",7,"40_54","female","tamang",NA,"farmer_laborer",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"2___very_little","building_mater","cash_for_work","4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","based_on_caste","joint_families","4___mostly_yes","4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,NA
"accountability","2015-07-15","bhaktapur","valache",5,"40_54","female","newar",NA,"other","housewife","no_difficulty","2___very_little","short_term_shelter__tent_shelt","livelihoods","psychosocial_counseling","1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","1___not_at_all","building_mater","cash_for_work","1___not_at_all","based_on_caste","based_on_polit","1___not_at_all","1___not_at_all","1___not_at_all","1___not_at_all","long_term_shelter__housing","livelihoods"
"accountability","2015-07-17","bhaktapur","nagarkot",1,"25_39","male","chhetri",NA,"government_service__i_e__teach",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"5___completely_yes","4___mostly_yes","5___completely_yes",NA,NA,NA
"accountability","2015-07-19","bhaktapur","Nagarkot",5,"25_39","male","brahmin",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","short_term_shelter__tent_shelt","healthcare","housing_inspections","2___very_little","building_mater","cash_for_work","2___very_little","news_about_government_decision","how_to_replace_personal_docume","1___not_at_all","food_aid","building_mater","2___very_little","first_come__fi","based_on_dista","2___very_little","1___not_at_all","2___very_little",NA,NA,NA
"accountability","2015-07-15","bhaktapur","bhalache",4,"40_54","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","long_term_shelter__housing","clean_water","livelihoods","1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_register_for_access_sup","1___not_at_all","building_mater","cash_for_work","don_t_know",NA,NA,"1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-18","bhaktapur","nagarkot",1,"40_54","male","newar",NA,"ngo_worker_business",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"3___neutral","4___mostly_yes","4___mostly_yes",NA,NA,NA
"accountability","2015-07-20","bhaktapur","Nagarkot",5,"40_54","male","newar",NA,"farmer_laborer",NA,"no_difficulty","don_t_know",NA,NA,NA,"2___very_little","cash_for_work","housing_inspec","4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","first_come__fi","joint_families","1___not_at_all","2___not_very_m","2___very_little",NA,NA,NA
"accountability","2015-07-17","bhaktapur","nagarkot",1,"55","female","chhetri",NA,"farmer_laborer",NA,"yes__some_diff","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"5___completely_yes","4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,NA
"accountability","2015-07-17","bhaktapur","Nagarkot",2,"25_39","male","chhetri",NA,"farmer_laborer",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"2___very_little","building_mater","cash_for_work","4___mostly_yes",NA,NA,"4___mostly_yes","3___neutral","2___very_little",NA,NA,NA
"accountability","2015-07-18","bhaktapur","Nagarkot",5,"40_54","male","chhetri",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","long_term_shelter__housing","financial_support","healthcare","3___neutral","housing_inspec","food_aid","2___very_little","news_about_government_decision","how_to_replace_personal_docume","don_t_know",NA,NA,"2___very_little","first_come__fi","based_on_dista","4___mostly_yes","2___not_very_m","2___very_little",NA,NA,NA
"accountability","2015-07-15","bhaktapur","bhalache",5,"40_54","male","newar",NA,"other","business","no_difficulty","1___not_at_all","livelihoods","financial_support","long_term_shelter__housing","1___not_at_all","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","1___not_at_all","building_mater","cash_for_work","1___not_at_all","first_come__fi","based_on_dista","1___not_at_all","1___not_at_all","1___not_at_all",NA,NA,NA
"accountability","2015-07-16","bhaktapur","nagarkot",5,"25_39","male","chhetri",NA,"skilled_worker__i_e__carpenter",NA,"yes__some_diff","2___very_little","short_term_shelter__tent_shelt","healthcare","food","1___not_at_all","building_mater","cash_for_work","4___mostly_yes",NA,NA,"2___very_little","building_mater","cash_for_work","3___neutral","first_come__fi","based_on_dista","2___very_little","3___neutral","2___very_little",NA,NA,NA
"accountability","2015-07-15","bhaktapur","kamalbinayak",4,"55","male","newar",NA,"farmer_laborer",NA,"no_difficulty","1___not_at_all","long_term_shelter__housing","psychosocial_counseling","short_term_shelter__tent_shelt","5___completely_yes",NA,NA,"2___very_little","news_about_government_decision","how_to_get_shelter_materials","5___completely_yes",NA,NA,"5___completely_yes",NA,NA,"1___not_at_all","5___completely","1___not_at_all",NA,NA,NA
"accountability","2015-07-18","bhaktapur","Nagarkot",2,"40_54","male","brahmin",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","short_term_shelter__tent_shelt","healthcare","livelihoods","3___neutral","building_mater","food_aid","4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","first_come__fi","based_on_polit","don_t_know","2___not_very_m","3___neutral","2___very_little","education","psychosocial_counseling"
"accountability","2015-07-17","bhaktapur","nagarkot",7,"55","male","chhetri",NA,"other","kehi gardaina","no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes","5___completely","4___mostly_yes",NA,NA,NA
"accountability","2015-07-17","bhaktapur","nagarkot",7,"40_54","female","brahmin",NA,"ngo_worker_business",NA,"no_difficulty","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes","5___completely","5___completely_yes","4___mostly_yes",NA,NA
"accountability","2015-07-15","bhaktapur","kamalbinayak",4,"25_39","female","newar",NA,"other","housewife","yes__some_diff","1___not_at_all","long_term_shelter__housing","toilets_sanitation","healthcare","1___not_at_all","food_aid","cash_for_work","1___not_at_all","news_about_government_decision","how_to_get_shelter_materials","don_t_know",NA,NA,"1___not_at_all","only_if_damage","based_on_caste","1___not_at_all","1___not_at_all","1___not_at_all","1___not_at_all","short_term_shelter__tent_shelt","healthcare"
"accountability","2015-07-17","bhaktapur","Nagarkot",2,"40_54","male","tamang",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","short_term_shelter__tent_shelt","healthcare","food","2___very_little","building_mater","cash_for_work","4___mostly_yes",NA,NA,"2___very_little","building_mater","cash_for_work","2___very_little","based_on_polit","based_on_dista","don_t_know","2___not_very_m","2___very_little","2___very_little","financial_support","healthcare"
"accountability","2015-07-18","bhaktapur","Nagarkot",2,"40_54","female","newar",NA,"ngo_worker_business",NA,"yes__some_diff","4___mostly_yes",NA,NA,NA,"2___very_little","building_mater","housing_inspec","4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","first_come__fi","based_on_polit","don_t_know","don_t_know","2___very_little","2___very_little","short_term_shelter__tent_shelt","clean_water"
"accountability","2015-07-17","bhaktapur","Changunarayen",1,"25_39","female","brahmin",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","clean_water","financial_support","education","4___mostly_yes",NA,NA,"2___very_little","how_to_get_shelter_materials","news_about_government_decision","don_t_know",NA,NA,"5___completely_yes",NA,NA,"4___mostly_yes","2___not_very_m","4___mostly_yes","3___neutral","education","toilets_sanitation"
"accountability","2015-07-19","bhaktapur","Nagarkot",2,"25_39","female","chhetri",NA,"farmer_laborer",NA,"yes__some_diff","2___very_little","financial_support","short_term_shelter__tent_shelt","livelihoods","1___not_at_all","cash_for_work","building_mater","4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","first_come__fi","based_on_polit","4___mostly_yes","2___not_very_m","2___very_little","don_t_know",NA,NA
"accountability","2015-07-18","bhaktapur","Changunarayan",1,"25_39","female","brahmin",NA,"farmer_laborer",NA,"yes__a_lot_of_","2___very_little","short_term_shelter__tent_shelt","financial_support","livelihoods","2___very_little","cash_for_work","building_mater","1___not_at_all","news_about_government_decision","how_to_replace_personal_docume","2___very_little","cash_for_work","building_mater","4___mostly_yes",NA,NA,"4___mostly_yes","don_t_know","2___very_little","1___not_at_all","clean_water","healthcare"
"accountability","2015-07-16","bhaktapur","Changunarayan",4,"40_54","male","brahmin",NA,"farmer_laborer",NA,"yes__some_diff","4___mostly_yes",NA,NA,NA,"2___very_little","cash_for_work","building_mater","2___very_little","news_about_government_decision","how_to_replace_personal_docume","don_t_know",NA,NA,"4___mostly_yes",NA,NA,"don_t_know","2___not_very_m","1___not_at_all",NA,NA,NA
"accountability","2015-07-21","bhaktapur","Jhaukhel VDC",1,"40_54","female","brahmin",NA,"other","Housewife","yes__some_diff","2___very_little","short_term_shelter__tent_shelt","livelihoods","financial_support","2___very_little","building_mater","cash_for_work","1___not_at_all","news_about_government_decision","how_to_replace_personal_docume","2___very_little","building_mater","cash_for_work","4___mostly_yes",NA,NA,"3___neutral","2___not_very_m","1___not_at_all","2___very_little","long_term_shelter__housing","clean_water"
"accountability","2015-07-21","bhaktapur","Jhaukhel VDC",1,"40_54","male","brahmin",NA,"government_service__i_e__teach",NA,"no_difficulty","2___very_little","long_term_shelter__housing","financial_support","psychosocial_counseling","4___mostly_yes",NA,NA,"3___neutral","how_to_get_shelter_materials","news_about_government_decision","don_t_know",NA,NA,"5___completely_yes",NA,NA,"4___mostly_yes","2___not_very_m","4___mostly_yes",NA,NA,NA
"accountability","2015-07-21","bhaktapur","Jhaukhel",5,"25_39","male","chhetri",NA,"farmer_laborer",NA,"no_difficulty","2___very_little","long_term_shelter__housing","food","healthcare","4___mostly_yes",NA,NA,"3___neutral","news_about_government_decision","how_to_replace_personal_docume","don_t_know",NA,NA,"4___mostly_yes",NA,NA,"don_t_know","2___not_very_m","2___very_little",NA,NA,NA
"accountability","2015-07-21","bhaktapur","Jhaukhel",5,"40_54","male","chhetri",NA,"farmer_laborer",NA,"yes__some_diff","3___neutral","short_term_shelter__tent_shelt","clean_water","livelihoods","4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"don_t_know",NA,NA,"2___very_little","based_on_dista","first_come__fi","1___not_at_all","2___not_very_m","2___very_little",NA,NA,NA
"accountability","2015-07-21","bhaktapur","Jhaukhel",7,"55","female","brahmin",NA,"farmer_laborer",NA,"yes__a_lot_of_","4___mostly_yes",NA,NA,NA,"4___mostly_yes",NA,NA,"4___mostly_yes",NA,NA,"refused",NA,NA,"refused",NA,NA,"4___mostly_yes","4___mostly_yes","don_t_know","4___mostly_yes",NA,NA
