Agency,Date,District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JS,B2JS,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JS,H0JS,I0JS,J0JS,J1JS,J2JS
accountability,2015-09-28,Kathmandu,Dharmasthali,1,refused,male,Newar,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,livelihoods,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,4___mostly_yes,4___mostly_yes,,,
accountability,2015-09-28,Kathmandu,Dharmasthali,1,25_39,male,Newar,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,livelihoods,financial_support,1___not_at_all,building_mater,cash_for_work,2___very_little,news_about_government_decision,how_to_replace_personal_docume,2___very_little,building_mater,cash_for_work,3___neutral,first_come__fi,because_people,3___neutral,1___not_at_all,2___very_little,,,
accountability,2015-09-28,Kathmandu,Sitapaila,8,15_24,female,Tamang,,other,Housewife,no_difficulty,3___neutral,long_term_shelter__housing,financial_support,short_term_shelter__tent_shelt,3___neutral,building_mater,cash_for_work,4___mostly_yes,,,3___neutral,building_mater,cash_for_work,3___neutral,based_on_dista,based_on_polit,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,financial_support
accountability,2015-09-28,Kathmandu,Dharmasthali,1,40_54,male,Newar,,ngo_worker_bus,,no_difficulty,4___mostly_yes,,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,3___neutral,4___mostly_yes,,,
accountability,2015-09-28,Kathmandu,Dharmasthali,1,25_39,male,Newar,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,toilets_sanitation,2___very_little,building_mater,cash_for_work,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,1___not_at_all,4___mostly_yes,,,
accountability,2015-09-26,Kathmandu,Bajrayogini,8,25_39,female,other,Not mentioned,other,Housewife,no_difficulty,3___neutral,financial_support,long_term_shelter__housing,livelihoods,3___neutral,building_mater,food_aid,3___neutral,news_about_government_decision,how_to_register_for_access_sup,3___neutral,building_mater,cash_for_work,3___neutral,based_on_polit,first_come__fi,3___neutral,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,financial_support
accountability,2015-09-26,Lalitpur,Ghusel,8,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,1___not_at_all,financial_support,long_term_shelter__housing,seeds_and_fertilizers,1___not_at_all,building_mater,seeds_and_fert,4___mostly_yes,,,5___completely_yes,,,3___neutral,first_come__fi,based_on_polit,3___neutral,1___not_at_all,1___not_at_all,,,
accountability,2015-09-26,Kathmandu,Bajrayogini,8,55_greater,female,Newar,,other,Housewife,no_difficulty,2___very_little,long_term_shelter__housing,livelihoods,financial_support,2___very_little,building_mater,cash_for_work,3___neutral,news_about_government_decision,how_to_register_for_access_sup,3___neutral,building_mater,food_aid,2___very_little,first_come__fi,based_on_polit,4___mostly_yes,2___not_very_m,2___very_little,2___very_little,long_term_shelter__housing,financial_support
accountability,2015-09-26,Lalitpur,Ghusel,8,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,seeds_and_fertilizers,1___not_at_all,building_mater,seeds_and_fert,4___mostly_yes,,,4___mostly_yes,,,3___neutral,based_on_caste,based_on_polit,2___very_little,1___not_at_all,1___not_at_all,,,
accountability,2015-09-26,Lalitpur,Ghusel,8,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,1___not_at_all,short_term_she,long_term_shelter__housing,financial_support,1___not_at_all,building_mater,cash_for_work,4___mostly_yes,,,4___mostly_yes,,,2___very_little,based_on_caste,based_on_polit,3___neutral,1___not_at_all,1___not_at_all,,,
accountability,2015-09-26,Kathmandu,Bajrayogini,8,40_54,female,Newar,,other,Not mentioned,no_difficulty,3___neutral,long_term_shelter__housing,healthcare,livelihoods,3___neutral,building_mater,cash_for_work,3___neutral,news_about_government_decision,how_to_register_for_access_sup,3___neutral,building_mater,cash_for_work,3___neutral,based_on_caste,based_on_polit,4___mostly_yes,3___neutral,3___neutral,3___neutral,long_term_shelter__housing,financial_support
accountability,2015-09-25,Makwanpur,Hetauda Submetropolitan City,5,25_39,male,Chhetri,,skilled_worker,,no_difficulty,1___not_at_all,housing_inspections,long_term_shelter__housing,financial_support,1___not_at_all,cash_for_work,building_mater,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,1___not_at_all,cash_for_work,building_mater,1___not_at_all,based_on_polit,other,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-27,Bhaktapur,changunarayan,13,25_39,female,Brahmin,,ngo_worker_bus,,no_difficulty,3___neutral,toilets_sanitation,healthcare,housing_inspections,3___neutral,housing_inspec,seeds_and_fert,4___mostly_yes,,,4___mostly_yes,,,3___neutral,first_come__fi,joint_families,3___neutral,4___mostly_yes,3___neutral,3___neutral,healthcare,toilets_sanitation
accountability,2015-09-23,Rasuwa,Bhorle,3,55_greater,male,Tamang,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,clean_water,2___very_little,cash_for_work,building_mater,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,4___mostly_yes,,,2___very_little,based_on_polit,based_on_dista,4___mostly_yes,1___not_at_all,3___neutral,,,
accountability,2015-09-27,Bhaktapur,Changunarayan,13,15_24,male,Chhetri,,other,politician,no_difficulty,4___mostly_yes,,,,4___mostly_yes,,,5___completely_yes,,,5___completely_yes,,,4___mostly_yes,,,4___mostly_yes,3___neutral,3___neutral,,,
accountability,2015-09-23,Rasuwa,Bhorle,7,25_39,male,Gurung,,government_ser,,no_difficulty,1___not_at_all,long_term_shelter__housing,healthcare,psychosocial_counseling,2___very_little,cash_for_work,building_mater,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,2___very_little,cash_for_work,building_mater,2___very_little,based_on_polit,based_on_dista,4___mostly_yes,1___not_at_all,2___very_little,,,
accountability,2015-09-20,Kavrepalanchok,Gairi Bisauna Deupur,2,15_24,male,Chhetri,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,healthcare,livelihoods,1___not_at_all,building_mater,cash_for_work,1___not_at_all,finding_missing_people,how_to_register_for_access_sup,1___not_at_all,building_mater,cash_for_work,1___not_at_all,based_on_polit,based_on_caste,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-23,Rasuwa,Bhorle,7,40_54,male,Tamang,,ngo_worker_bus,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,2___very_little,cash_for_work,building_mater,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,2___very_little,cash_for_work,building_mater,4___mostly_yes,,,2___very_little,1___not_at_all,4___mostly_yes,,,
accountability,2015-09-26,Rasuwa,Dhaibung,8,25_39,male,other,Not mentioned,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,2___very_little,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,2___very_little,building_mater,cash_for_work,2___very_little,based_on_caste,based_on_polit,2___very_little,1___not_at_all,2___very_little,,,
accountability,2015-09-23,Makwanpur,Hetauda Submetropolitan City,15,55_greater,male,Tamang,,farmer_laborer,,no_difficulty,1___not_at_all,housing_inspections,long_term_shelter__housing,financial_support,1___not_at_all,housing_inspec,cash_for_work,2___very_little,how_to_register_for_access_sup,how_to_get_shelter_materials,2___very_little,housing_inspec,cash_for_work,1___not_at_all,based_on_polit,other,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-23,Dhading,Jibanpur,9,40_54,male,Janajati,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,toilets_sanitation,financial_support,2___very_little,housing_inspec,building_mater,4___mostly_yes,,,1___not_at_all,building_mater,seeds_and_fert,2___very_little,other,based_on_dista,4___mostly_yes,1___not_at_all,2___very_little,,,
accountability,2015-09-25,Sindhupalchowk,Makha,5,40_54,female,Tamang,,farmer_laborer,,no_difficulty,2___very_little,long_term_shelter__housing,toilets_sanitation,livelihoods,2___very_little,other,food_aid,2___very_little,news_about_government_decision,how_to_get_shelter_materials,3___neutral,other,food_aid,3___neutral,based_on_dista,based_on_polit,2___very_little,3___neutral,3___neutral,3___neutral,healthcare,livelihoods
accountability,2015-09-25,Bhaktapur,Jhaukhel,7,25_39,male,Chhetri,,skilled_worker,,no_difficulty,2___very_little,long_term_shelter__housing,clean_water,toilets_sanitation,2___very_little,building_mater,cash_for_work,2___very_little,how_to_get_shelter_materials,how_to_get_healthcare_psycholo,2___very_little,building_mater,cash_for_work,2___very_little,first_come__fi,only_if_damage,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-25,Sindhupalchowk,Makha,5,40_54,male,Tamang,,farmer_laborer,,no_difficulty,3___neutral,long_term_shelter__housing,livelihoods,financial_support,2___very_little,other,other,2___very_little,news_about_government_decision,other,2___very_little,other,food_aid,4___mostly_yes,,,2___very_little,2___not_very_m,3___neutral,,,
accountability,2015-09-23,Dhading,Thakre,3,15_24,male,Tamang,,other,student,no_difficulty,2___very_little,long_term_shelter__housing,financial_support,toilets_sanitation,4___mostly_yes,,,5___completely_yes,,,2___very_little,building_mater,cash_for_work,1___not_at_all,based_on_caste,based_on_polit,4___mostly_yes,don_t_know,don_t_know,,,
accountability,2015-09-23,Sindhupalchowk,Pangretar,4,15_24,female,Chhetri,,farmer_laborer,,no_difficulty,2___very_little,long_term_shelter__housing,healthcare,toilets_sanitation,4___mostly_yes,,,2___very_little,other,other,2___very_little,other,food_aid,2___very_little,based_on_polit,based_on_dista,1___not_at_all,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,healthcare
accountability,2015-09-25,Bhaktapur,Jhaukhel,7,25_39,female,Newar,,ngo_worker_bus,,no_difficulty,2___very_little,toilets_sanitation,healthcare,financial_support,3___neutral,housing_inspec,food_aid,4___mostly_yes,,,2___very_little,housing_inspec,food_aid,2___very_little,first_come__fi,joint_families,3___neutral,1___not_at_all,1___not_at_all,2___very_little,toilets_sanitation,healthcare
accountability,2015-09-26,Rasuwa,Dandagaun,3,40_54,male,Gurung,,other,Not mentioned,no_difficulty,5___completely_yes,,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,5___completely,5___completely_yes,,,
accountability,2015-09-23,Makwanpur,Hetauda Submetropolitan City,15,25_39,male,Brahmin,,skilled_worker,,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,livelihoods,1___not_at_all,building_mater,cash_for_work,2___very_little,news_about_government_decision,how_to_get_shelter_materials,1___not_at_all,housing_inspec,cash_for_work,1___not_at_all,based_on_polit,first_come__fi,1___not_at_all,2___not_very_m,2___very_little,,,
accountability,2015-09-24,Sindhuli,Jalkanya,5,40_54,female,Chhetri,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,healthcare,financial_support,3___neutral,building_mater,cash_for_work,4___mostly_yes,,,1___not_at_all,building_mater,seeds_and_fert,5___completely_yes,,,1___not_at_all,3___neutral,1___not_at_all,1___not_at_all,long_term_shelter__housing,psychosocial_counseling
accountability,2015-09-26,Rasuwa,Dandagaun,2,55_greater,male,Gurung,,other,Not mentioned,no_difficulty,5___completely_yes,,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,5___completely,5___completely_yes,,,
accountability,2015-09-25,Sindhuli,Ratanchaura,2,55_greater,female,other,hayou,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,clean_water,financial_support,5___completely_yes,,,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,,,1___not_at_all,1___not_at_all,1___not_at_all,2___very_little,financial_support,long_term_shelter__housing
accountability,2015-09-25,Bhaktapur,chhaling,3,40_54,male,Newar,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,seeds_and_fertilizers,2___very_little,building_mater,cash_for_work,2___very_little,how_to_register_for_access_sup,how_to_get_shelter_materials,1___not_at_all,building_mater,cash_for_work,2___very_little,first_come__fi,joint_families,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-25,Bhaktapur,chhaling,4,40_54,male,Brahmin,,skilled_worker,,no_difficulty,4___mostly_yes,,,,2___very_little,building_mater,cash_for_work,2___very_little,how_to_register_for_access_sup,how_to_get_shelter_materials,2___very_little,building_mater,food_aid,3___neutral,first_come__fi,only_if_damage,3___neutral,2___not_very_m,1___not_at_all,,,
accountability,2015-09-23,Sindhupalchowk,Phulpindada,9,25_39,male,Newar,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,livelihoods,toilets_sanitation,1___not_at_all,cash_for_work,food_aid,5___completely_yes,,,4___mostly_yes,,,4___mostly_yes,,,1___not_at_all,2___not_very_m,4___mostly_yes,,,
accountability,2015-09-21,Makwanpur,Nibuwatar,7,15_24,female,Janajati,,farmer_laborer,,no_difficulty,5___completely_yes,,,,4___mostly_yes,,,4___mostly_yes,,,1___not_at_all,building_mater,cash_for_work,2___very_little,based_on_dista,based_on_polit,2___very_little,1___not_at_all,4___mostly_yes,4___mostly_yes,,
accountability,2015-09-23,Ramechhap,Manthali,5,25_39,male,Chhetri,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,1___not_at_all,cash_for_work,housing_inspec,1___not_at_all,how_to_get_shelter_materials,how_to_get_healthcare_psycholo,4___mostly_yes,,,4___mostly_yes,,,1___not_at_all,1___not_at_all,2___very_little,,,
accountability,2015-09-24,Kavrepalanchok,kushadevi,9,55_greater,male,Brahmin,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,clean_water,toilets_sanitation,2___very_little,building_mater,cash_for_work,1___not_at_all,how_to_get_shelter_materials,news_about_government_decision,1___not_at_all,building_mater,cash_for_work,1___not_at_all,based_on_polit,first_come__fi,1___not_at_all,1___not_at_all,2___very_little,,,
accountability,2015-09-27,Rasuwa,Goljung,5,25_39,male,Tamang,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,4___mostly_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,5___completely,4___mostly_yes,,,
accountability,2015-09-24,Sindhupalchowk,Pipaldada,3,25_39,female,Chhetri,,farmer_laborer,,yes__some_diff,1___not_at_all,healthcare,long_term_shelter__housing,clean_water,1___not_at_all,building_mater,cash_for_work,5___completely_yes,,,2___very_little,building_mater,cash_for_work,1___not_at_all,based_on_caste,based_on_polit,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,child_protecti
accountability,2015-09-24,Kavrepalanchok,kushadevi,9,55_greater,female,Brahmin,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,clean_water,toilets_sanitation,2___very_little,cash_for_work,seeds_and_fert,1___not_at_all,how_to_get_healthcare_psycholo,how_to_get_shelter_materials,3___neutral,building_mater,cash_for_work,1___not_at_all,based_on_caste,based_on_polit,1___not_at_all,1___not_at_all,don_t_know,1___not_at_all,toilets_sanitation,healthcare
accountability,2015-09-27,Rasuwa,Goljung,5,40_54,female,Tamang,,farmer_laborer,,yes__a_lot_of_,5___completely_yes,,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,5___completely,5___completely_yes,1___not_at_all,long_term_shelter__housing,maternal_neona
accountability,2015-09-25,Dhading,salyantar,1,25_39,female,Janajati,,farmer_laborer,,no_difficulty,2___very_little,long_term_shelter__housing,clean_water,livelihoods,2___very_little,cash_for_work,building_mater,2___very_little,news_about_government_decision,how_to_get_shelter_materials,4___mostly_yes,,,4___mostly_yes,,,4___mostly_yes,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,education
accountability,2015-09-25,Gorkha,kashigaun,8,40_54,male,other,not mention,other,not mention,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,healthcare,toilets_sanitation,3___neutral,cash_for_work,building_mater,4___mostly_yes,,,3___neutral,building_mater,cash_for_work,4___mostly_yes,,,3___neutral,3___neutral,4___mostly_yes,,,
accountability,2015-09-27,Rasuwa,Goljung,5,refused,female,Tamang,,farmer_laborer,,no_difficulty,2___very_little,financial_support,long_term_shelter__housing,healthcare,refused,,,2___very_little,news_about_government_decision,how_to_register_for_access_sup,refused,,,refused,,,1___not_at_all,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,financial_support
accountability,2015-09-23,Sindhupalchowk,Phulpindada,9,40_54,female,Newar,,other,Housewife,no_difficulty,2___very_little,long_term_shelter__housing,livelihoods,food,1___not_at_all,cash_for_work,building_mater,1___not_at_all,how_to_get_shelter_materials,how_to_get_healthcare_psycholo,4___mostly_yes,,,4___mostly_yes,,,1___not_at_all,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,toilets_sanitation
accountability,2015-09-24,Sindhuli,Bhuwaneswari,1,55_greater,male,Janajati,,skilled_worker,,no_difficulty,4___mostly_yes,,,,2___very_little,building_mater,cash_for_work,5___completely_yes,,,5___completely_yes,,,4___mostly_yes,,,5___completely_yes,don_t_know,4___mostly_yes,,,
accountability,2015-09-24,Kavrepalanchok,kushadevi,9,25_39,male,Brahmin,,other,not mention,no_difficulty,2___very_little,short_term_she,livelihoods,education,2___very_little,cash_for_work,seeds_and_fert,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,1___not_at_all,building_mater,seeds_and_fert,4___mostly_yes,,,1___not_at_all,1___not_at_all,1___not_at_all,,,
accountability,2015-09-25,Dhading,Salyantar,1,15_24,male,Janajati,,other,student,no_difficulty,4___mostly_yes,,,,1___not_at_all,cash_for_work,building_mater,4___mostly_yes,,,2___very_little,cash_for_work,building_mater,4___mostly_yes,,,1___not_at_all,4___mostly_yes,4___mostly_yes,,,
accountability,2015-09-21,Makwanpur,Nibuwatar,7,55_greater,female,Janajati,,farmer_laborer,,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,healthcare,livelihoods,1___not_at_all,building_mater,cash_for_work,2___very_little,news_about_government_decision,how_to_get_shelter_materials,1___not_at_all,building_mater,cash_for_work,1___not_at_all,based_on_dista,first_come__fi,1___not_at_all,1___not_at_all,3___neutral,1___not_at_all,financial_support,maternal_neona
accountability,2015-09-24,Sindhupalchowk,Pipaldada,3,40_54,male,Chhetri,,farmer_laborer,,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,financial_support,seeds_and_fertilizers,5___completely_yes,,,1___not_at_all,how_to_register_for_access_sup,how_to_get_shelter_materials,5___completely_yes,,,1___not_at_all,based_on_polit,based_on_dista,1___not_at_all,1___not_at_all,2___very_little,,,
accountability,2015-09-22,Makwanpur,Nibuwatar,7,55_greater,male,Tamang,,farmer_laborer,,yes__a_lot_of_,1___not_at_all,long_term_shelter__housing,clean_water,financial_support,2___very_little,building_mater,food_aid,1___not_at_all,news_about_government_decision,how_to_get_shelter_materials,1___not_at_all,food_aid,building_mater,2___very_little,based_on_dista,based_on_polit,1___not_at_all,refused,2___very_little,,,
accountability,2015-09-24,Gorkha,Hanspur,2,55_greater,male,Dalit,,other,Not mentioned,no_difficulty,1___not_at_all,long_term_shelter__housing,food,financial_support,1___not_at_all,cash_for_work,food_aid,4___mostly_yes,,,3___neutral,cash_for_work,food_aid,5___completely_yes,,,1___not_at_all,3___neutral,3___neutral,,,
accountability,2015-09-21,Ramechhap,Manthali,16,55_greater,female,Janajati,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,1___not_at_all,building_mater,cash_for_work,1___not_at_all,how_to_get_shelter_materials,how_to_get_healthcare_psycholo,5___completely_yes,,,5___completely_yes,,,4___mostly_yes,1___not_at_all,3___neutral,1___not_at_all,long_term_shelter__housing,healthcare
accountability,2015-09-25,Ramechhap,Tilpung,5,25_39,male,Newar,,other,Not mentioned,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,healthcare,1___not_at_all,cash_for_work,housing_inspec,1___not_at_all,how_to_register_for_access_sup,how_to_get_healthcare_psycholo,1___not_at_all,cash_for_work,housing_inspec,5___completely_yes,,,1___not_at_all,1___not_at_all,2___very_little,,,
accountability,2015-09-24,Dolakha,sundawati,7,15_24,male,Dalit,,other,student,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,livelihoods,1___not_at_all,cash_for_work,building_mater,2___very_little,news_about_government_decision,news_about_government_decision,2___very_little,cash_for_work,building_mater,2___very_little,based_on_polit,other,2___very_little,2___not_very_m,1___not_at_all,,,
accountability,2015-09-24,Dolakha,melung,3,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,toilets_sanitation,financial_support,5___completely_yes,,,1___not_at_all,how_to_get_shelter_materials,news_about_government_decision,4___mostly_yes,,,5___completely_yes,,,1___not_at_all,1___not_at_all,2___very_little,1___not_at_all,long_term_shelter__housing,financial_support
accountability,2015-09-24,Makwanpur,Manahari,9,25_39,male,Tamang,,farmer_laborer,,no_difficulty,2___very_little,short_term_she,clean_water,housing_inspections,1___not_at_all,building_mater,housing_inspec,2___very_little,news_about_government_decision,how_to_get_shelter_materials,don_t_know,,,1___not_at_all,based_on_polit,other,4___mostly_yes,1___not_at_all,1___not_at_all,,,
accountability,2015-09-24,Nuwakot,Khadga Bhanjyang,3,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,1___not_at_all,long_term_shelter__housing,financial_support,other,1___not_at_all,building_mater,food_aid,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,1___not_at_all,building_mater,cash_for_work,1___not_at_all,based_on_caste,first_come__fi,1___not_at_all,1___not_at_all,refused,,,
accountability,2015-09-23,Dhading,Salyankot,6,55_greater,female,Chhetri,,farmer_laborer,,yes__some_diff,1___not_at_all,long_term_shelter__housing,livelihoods,healthcare,1___not_at_all,building_mater,cash_for_work,1___not_at_all,news_about_government_decision,how_to_register_for_access_sup,1___not_at_all,building_mater,cash_for_work,don_t_know,,,4___mostly_yes,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,sanitary_produ
accountability,2015-09-23,Rasuwa,Saramthali,3,25_39,male,Tamang,,government_ser,,no_difficulty,4___mostly_yes,,,,refused,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,,,5___completely_yes,2___not_very_m,5___completely_yes,,,
